"B25077_001E","B25077_001M","GEO_ID","NAME"
"Estimate!!Median value (dollars)","Margin of Error!!Median value (dollars)","id","Geographic Area Name"
"93500","6362","0500000US19073","Greene County, Iowa"
"138100","8555","0500000US19075","Grundy County, Iowa"
"129000","13637","0500000US19077","Guthrie County, Iowa"
"105200","6408","0500000US19079","Hamilton County, Iowa"
"100900","7420","0500000US19081","Hancock County, Iowa"
"95100","4696","0500000US19083","Hardin County, Iowa"
"124000","6672","0500000US19085","Harrison County, Iowa"
"118500","6109","0500000US19087","Henry County, Iowa"
"105800","8894","0500000US19089","Howard County, Iowa"
"109200","7828","0500000US19091","Humboldt County, Iowa"
"102400","8998","0500000US19093","Ida County, Iowa"
"156000","6510","0500000US19095","Iowa County, Iowa"
"127600","9290","0500000US19097","Jackson County, Iowa"
"137200","4821","0500000US19099","Jasper County, Iowa"
"120600","10186","0500000US19101","Jefferson County, Iowa"
"238600","5238","0500000US19103","Johnson County, Iowa"
"140000","8217","0500000US19105","Jones County, Iowa"
"95800","5878","0500000US19107","Keokuk County, Iowa"
"109400","8049","0500000US19109","Kossuth County, Iowa"
"98400","3248","0500000US19111","Lee County, Iowa"
"161600","3084","0500000US19113","Linn County, Iowa"
"107900","8654","0500000US19115","Louisa County, Iowa"
"94200","7172","0500000US19117","Lucas County, Iowa"
"160700","9290","0500000US19119","Lyon County, Iowa"
"186700","9969","0500000US19121","Madison County, Iowa"
"113100","5402","0500000US19123","Mahaska County, Iowa"
"160100","6752","0500000US19125","Marion County, Iowa"
"104400","5457","0500000US19127","Marshall County, Iowa"
"178500","10422","0500000US19129","Mills County, Iowa"
"120400","7948","0500000US19131","Mitchell County, Iowa"
"90000","8900","0500000US19133","Monona County, Iowa"
"113800","15681","0500000US19135","Monroe County, Iowa"
"85300","4932","0500000US19137","Montgomery County, Iowa"
"135400","6799","0500000US19139","Muscatine County, Iowa"
"116300","9889","0500000US19141","O'Brien County, Iowa"
"96600","8294","0500000US19143","Osceola County, Iowa"
"96400","3884","0500000US19145","Page County, Iowa"
"107300","8425","0500000US19147","Palo Alto County, Iowa"
"172600","5859","0500000US19149","Plymouth County, Iowa"
"81900","5745","0500000US19151","Pocahontas County, Iowa"
"190400","2427","0500000US19153","Polk County, Iowa"
"141300","3393","0500000US19155","Pottawattamie County, Iowa"
"148200","8234","0500000US19157","Poweshiek County, Iowa"
"113000","11985","0500000US19159","Ringgold County, Iowa"
"101200","7326","0500000US19161","Sac County, Iowa"
"167900","3230","0500000US19163","Scott County, Iowa"
"120700","6627","0500000US19165","Shelby County, Iowa"
"182500","7387","0500000US19167","Sioux County, Iowa"
"195200","5424","0500000US19169","Story County, Iowa"
"114400","4592","0500000US19171","Tama County, Iowa"
"84100","4656","0500000US19173","Taylor County, Iowa"
"109600","7008","0500000US19175","Union County, Iowa"
"91200","12416","0500000US19177","Van Buren County, Iowa"
"87400","5252","0500000US19179","Wapello County, Iowa"
"196100","6706","0500000US19181","Warren County, Iowa"
"158600","8590","0500000US19183","Washington County, Iowa"
"79900","5573","0500000US19185","Wayne County, Iowa"
"107900","6281","0500000US19187","Webster County, Iowa"
"96200","3795","0500000US19189","Winnebago County, Iowa"
"183300","8486","0500000US19191","Winneshiek County, Iowa"
"131300","5142","0500000US19193","Woodbury County, Iowa"
"107600","7641","0500000US19195","Worth County, Iowa"
"86100","4091","0500000US19197","Wright County, Iowa"
"80300","4832","0500000US20001","Allen County, Kansas"
"100300","15486","0500000US20003","Anderson County, Kansas"
"108700","10652","0500000US20005","Atchison County, Kansas"
"74400","8121","0500000US20007","Barber County, Kansas"
"97100","6280","0500000US20009","Barton County, Kansas"
"83900","5814","0500000US20011","Bourbon County, Kansas"
"87000","6971","0500000US20013","Brown County, Kansas"
"150300","5965","0500000US20015","Butler County, Kansas"
"102500","9466","0500000US20017","Chase County, Kansas"
"51700","12309","0500000US20019","Chautauqua County, Kansas"
"80700","4967","0500000US20021","Cherokee County, Kansas"
"84200","6725","0500000US20023","Cheyenne County, Kansas"
"74300","9387","0500000US20025","Clark County, Kansas"
"105500","10987","0500000US20027","Clay County, Kansas"
"77800","5233","0500000US20029","Cloud County, Kansas"
"124300","14036","0500000US20031","Coffey County, Kansas"
"72500","14543","0500000US20033","Comanche County, Kansas"
"88600","3077","0500000US20035","Cowley County, Kansas"
"96900","8118","0500000US20037","Crawford County, Kansas"
"68400","4952","0500000US20039","Decatur County, Kansas"
"116400","9134","0500000US20041","Dickinson County, Kansas"
"100000","6107","0500000US20043","Doniphan County, Kansas"
"212400","6093","0500000US20045","Douglas County, Kansas"
"60700","5406","0500000US20047","Edwards County, Kansas"
"49400","7811","0500000US20049","Elk County, Kansas"
"172700","5839","0500000US20051","Ellis County, Kansas"
"110100","12808","0500000US20053","Ellsworth County, Kansas"
"159300","3814","0500000US20055","Finney County, Kansas"
"109800","8711","0500000US20057","Ford County, Kansas"
"138500","9091","0500000US20059","Franklin County, Kansas"
"143100","15230","0500000US20061","Geary County, Kansas"
"99800","10167","0500000US20063","Gove County, Kansas"
"77500","8955","0500000US20065","Graham County, Kansas"
"137000","22639","0500000US20067","Grant County, Kansas"
"142600","12835","0500000US20069","Gray County, Kansas"
"112100","24476","0500000US20071","Greeley County, Kansas"
"64500","7741","0500000US20073","Greenwood County, Kansas"
"75000","16682","0500000US20075","Hamilton County, Kansas"
"75200","5664","0500000US20077","Harper County, Kansas"
"131000","6937","0500000US20079","Harvey County, Kansas"
"96300","14640","0500000US20081","Haskell County, Kansas"
"93400","16218","0500000US20083","Hodgeman County, Kansas"
"139400","15952","0500000US20085","Jackson County, Kansas"
"163400","6770","0500000US20087","Jefferson County, Kansas"
"56300","8964","0500000US20089","Jewell County, Kansas"
"277500","2738","0500000US20091","Johnson County, Kansas"
"91200","24982","0500000US20093","Kearny County, Kansas"
"92500","7712","0500000US20095","Kingman County, Kansas"
"132500","18013","0500000US20097","Kiowa County, Kansas"
"76500","4484","0500000US20099","Labette County, Kansas"
"75100","17052","0500000US20101","Lane County, Kansas"
"195000","7042","0500000US20103","Leavenworth County, Kansas"
"75400","11492","0500000US20105","Lincoln County, Kansas"
"112000","10283","0500000US20107","Linn County, Kansas"
"89600","17182","0500000US20109","Logan County, Kansas"
"113700","7648","0500000US20111","Lyon County, Kansas"
"154700","7582","0500000US20113","McPherson County, Kansas"
"96600","6137","0500000US20115","Marion County, Kansas"
"101600","7131","0500000US20117","Marshall County, Kansas"
"101800","15395","0500000US20119","Meade County, Kansas"
"212500","8293","0500000US20121","Miami County, Kansas"
"92100","5183","0500000US20123","Mitchell County, Kansas"
"78900","4691","0500000US20125","Montgomery County, Kansas"
"94400","9277","0500000US20127","Morris County, Kansas"
"90300","18903","0500000US20129","Morton County, Kansas"
"150400","11880","0500000US20131","Nemaha County, Kansas"
"83800","4176","0500000US20133","Neosho County, Kansas"
"74100","10570","0500000US20135","Ness County, Kansas"
"79100","18951","0500000US20137","Norton County, Kansas"
"123600","7855","0500000US20139","Osage County, Kansas"
"66100","7968","0500000US20141","Osborne County, Kansas"
"117300","10911","0500000US20143","Ottawa County, Kansas"
"78800","9142","0500000US20145","Pawnee County, Kansas"
"82700","6204","0500000US20147","Phillips County, Kansas"
"176700","10180","0500000US20149","Pottawatomie County, Kansas"
"107500","14154","0500000US20151","Pratt County, Kansas"
"101000","19481","0500000US20153","Rawlins County, Kansas"
"106100","4214","0500000US20155","Reno County, Kansas"
"67100","5995","0500000US20157","Republic County, Kansas"
"79500","6907","0500000US20159","Rice County, Kansas"
"205900","8798","0500000US20161","Riley County, Kansas"
"77300","7200","0500000US20163","Rooks County, Kansas"
"70100","8230","0500000US20165","Rush County, Kansas"
"99900","13902","0500000US20167","Russell County, Kansas"
"141300","5453","0500000US20169","Saline County, Kansas"
"134000","51598","0500000US20171","Scott County, Kansas"
"146300","2078","0500000US20173","Sedgwick County, Kansas"
"111200","6665","0500000US20175","Seward County, Kansas"
"135100","3259","0500000US20177","Shawnee County, Kansas"
"119000","8744","0500000US20179","Sheridan County, Kansas"
"107500","20877","0500000US20181","Sherman County, Kansas"
"75300","10396","0500000US20183","Smith County, Kansas"
"73900","7887","0500000US20185","Stafford County, Kansas"
"63200","17754","0500000US20187","Stanton County, Kansas"
"104200","20170","0500000US20189","Stevens County, Kansas"
"94800","5875","0500000US20191","Sumner County, Kansas"
"129600","14249","0500000US20193","Thomas County, Kansas"
"103600","10314","0500000US20195","Trego County, Kansas"
"153700","11420","0500000US20197","Wabaunsee County, Kansas"
"84500","6777","0500000US20199","Wallace County, Kansas"
"84100","3983","0500000US20201","Washington County, Kansas"
"101500","32160","0500000US20203","Wichita County, Kansas"
"82200","4071","0500000US20205","Wilson County, Kansas"
"68700","14835","0500000US20207","Woodson County, Kansas"
"107000","3629","0500000US20209","Wyandotte County, Kansas"
"105400","9535","0500000US21001","Adair County, Kentucky"
"123300","8950","0500000US21003","Allen County, Kentucky"
"158100","7986","0500000US21005","Anderson County, Kentucky"
"103800","18244","0500000US21007","Ballard County, Kentucky"
"127100","6459","0500000US21009","Barren County, Kentucky"
"83900","9511","0500000US21011","Bath County, Kentucky"
"62800","4991","0500000US21013","Bell County, Kentucky"
"194700","5286","0500000US21015","Boone County, Kentucky"
"155300","10213","0500000US21017","Bourbon County, Kentucky"
"110000","5807","0500000US21019","Boyd County, Kentucky"
"144000","8699","0500000US21021","Boyle County, Kentucky"
"102700","9931","0500000US21023","Bracken County, Kentucky"
"53000","4804","0500000US21025","Breathitt County, Kentucky"
"104500","8065","0500000US21027","Breckinridge County, Kentucky"
"171300","3455","0500000US21029","Bullitt County, Kentucky"
"92000","7511","0500000US21031","Butler County, Kentucky"
"89600","8105","0500000US21033","Caldwell County, Kentucky"
"141200","7770","0500000US21035","Calloway County, Kentucky"
"173400","3602","0500000US21037","Campbell County, Kentucky"
"83200","7225","0500000US21039","Carlisle County, Kentucky"
"105800","13039","0500000US21041","Carroll County, Kentucky"
"109500","10168","0500000US21043","Carter County, Kentucky"
"97600","10033","0500000US21045","Casey County, Kentucky"
"121000","4633","0500000US21047","Christian County, Kentucky"
"151300","6355","0500000US21049","Clark County, Kentucky"
"61300","7668","0500000US21051","Clay County, Kentucky"
"77900","5457","0500000US21053","Clinton County, Kentucky"
"97200","10732","0500000US21055","Crittenden County, Kentucky"
"110000","16251","0500000US21057","Cumberland County, Kentucky"
"143500","4176","0500000US21059","Daviess County, Kentucky"
"91900","12256","0500000US21061","Edmonson County, Kentucky"
"76600","12756","0500000US21063","Elliott County, Kentucky"
"78200","6152","0500000US21065","Estill County, Kentucky"
"200900","3423","0500000US21067","Fayette County, Kentucky"
"91100","9789","0500000US21069","Fleming County, Kentucky"
"74000","5246","0500000US21071","Floyd County, Kentucky"
"149900","5860","0500000US21073","Franklin County, Kentucky"
"63800","8328","0500000US21075","Fulton County, Kentucky"
"135100","12783","0500000US21077","Gallatin County, Kentucky"
"144900","10731","0500000US21079","Garrard County, Kentucky"
"141600","10657","0500000US21081","Grant County, Kentucky"
"109000","4955","0500000US21083","Graves County, Kentucky"
"118100","5802","0500000US21085","Grayson County, Kentucky"
"80600","10754","0500000US21087","Green County, Kentucky"
"114900","7863","0500000US21089","Greenup County, Kentucky"
"113600","9473","0500000US21091","Hancock County, Kentucky"
"157700","4498","0500000US21093","Hardin County, Kentucky"
"64100","4148","0500000US21095","Harlan County, Kentucky"
"146800","11936","0500000US21097","Harrison County, Kentucky"
"93000","7864","0500000US21099","Hart County, Kentucky"
"133200","6749","0500000US21101","Henderson County, Kentucky"
"134100","10207","0500000US21103","Henry County, Kentucky"
"85000","21293","0500000US21105","Hickman County, Kentucky"
"107100","6700","0500000US21107","Hopkins County, Kentucky"
"83100","9872","0500000US21109","Jackson County, Kentucky"
"178100","2445","0500000US21111","Jefferson County, Kentucky"
"186400","7673","0500000US21113","Jessamine County, Kentucky"
"115800","8867","0500000US21115","Johnson County, Kentucky"
"167100","3069","0500000US21117","Kenton County, Kentucky"
"52300","5931","0500000US21119","Knott County, Kentucky"
"87000","6425","0500000US21121","Knox County, Kentucky"
"125100","10556","0500000US21123","Larue County, Kentucky"
"116300","4917","0500000US21125","Laurel County, Kentucky"
"91800","5969","0500000US21127","Lawrence County, Kentucky"
"65800","4386","0500000US21129","Lee County, Kentucky"
"69000","9381","0500000US21131","Leslie County, Kentucky"
"54700","5080","0500000US21133","Letcher County, Kentucky"
"68300","5788","0500000US21135","Lewis County, Kentucky"
"106100","7147","0500000US21137","Lincoln County, Kentucky"
"90600","11361","0500000US21139","Livingston County, Kentucky"
"108900","7552","0500000US21141","Logan County, Kentucky"
"149100","17246","0500000US21143","Lyon County, Kentucky"
"145200","5992","0500000US21145","McCracken County, Kentucky"
"76700","16352","0500000US21147","McCreary County, Kentucky"
"111800","12609","0500000US21149","McLean County, Kentucky"
"161400","5379","0500000US21151","Madison County, Kentucky"
"71100","12198","0500000US21153","Magoffin County, Kentucky"
"112900","4939","0500000US21155","Marion County, Kentucky"
"138000","11937","0500000US21157","Marshall County, Kentucky"
"78100","18880","0500000US21159","Martin County, Kentucky"
"144200","15998","0500000US21161","Mason County, Kentucky"
"154200","7486","0500000US21163","Meade County, Kentucky"
"83200","7462","0500000US21165","Menifee County, Kentucky"
"148900","10461","0500000US21167","Mercer County, Kentucky"
"76900","4872","0500000US21169","Metcalfe County, Kentucky"
"97000","12045","0500000US21171","Monroe County, Kentucky"
"124600","8288","0500000US21173","Montgomery County, Kentucky"
"79900","6374","0500000US21175","Morgan County, Kentucky"
"96000","6597","0500000US21177","Muhlenberg County, Kentucky"
"164200","4756","0500000US21179","Nelson County, Kentucky"
"86500","8983","0500000US21181","Nicholas County, Kentucky"
"90400","5442","0500000US21183","Ohio County, Kentucky"
"299300","9081","0500000US21185","Oldham County, Kentucky"
"116300","21603","0500000US21187","Owen County, Kentucky"
"67400","10232","0500000US21189","Owsley County, Kentucky"
"130100","14147","0500000US21191","Pendleton County, Kentucky"
"78900","4961","0500000US21193","Perry County, Kentucky"
"82700","4942","0500000US21195","Pike County, Kentucky"
"105000","16659","0500000US21197","Powell County, Kentucky"
"113900","4944","0500000US21199","Pulaski County, Kentucky"
"101900","22195","0500000US21201","Robertson County, Kentucky"
"88500","6094","0500000US21203","Rockcastle County, Kentucky"
"126900","15411","0500000US21205","Rowan County, Kentucky"
"99000","8548","0500000US21207","Russell County, Kentucky"
"197900","6514","0500000US21209","Scott County, Kentucky"
"202000","10023","0500000US21211","Shelby County, Kentucky"
"141400","12963","0500000US21213","Simpson County, Kentucky"
"227000","8169","0500000US21215","Spencer County, Kentucky"
"122800","8022","0500000US21217","Taylor County, Kentucky"
"112500","13726","0500000US21219","Todd County, Kentucky"
"156000","12137","0500000US21221","Trigg County, Kentucky"
"129700","22658","0500000US21223","Trimble County, Kentucky"
"90900","8699","0500000US21225","Union County, Kentucky"
"180000","4496","0500000US21227","Warren County, Kentucky"
"123600","9094","0500000US21229","Washington County, Kentucky"
"90300","8434","0500000US21231","Wayne County, Kentucky"
"76200","4816","0500000US21233","Webster County, Kentucky"
"104200","10291","0500000US21235","Whitley County, Kentucky"
"66300","5121","0500000US21237","Wolfe County, Kentucky"
"212100","11112","0500000US21239","Woodford County, Kentucky"
"130300","12794","0500000US22001","Acadia Parish, Louisiana"
"107400","10222","0500000US22003","Allen Parish, Louisiana"
"224300","6225","0500000US22005","Ascension Parish, Louisiana"
"118900","16450","0500000US22007","Assumption Parish, Louisiana"
"103900","9022","0500000US22009","Avoyelles Parish, Louisiana"
"141600","15014","0500000US22011","Beauregard Parish, Louisiana"
"73700","6326","0500000US22013","Bienville Parish, Louisiana"
"176700","5578","0500000US22015","Bossier Parish, Louisiana"
"150200","4932","0500000US22017","Caddo Parish, Louisiana"
"160800","4025","0500000US22019","Calcasieu Parish, Louisiana"
"79100","12414","0500000US22021","Caldwell Parish, Louisiana"
"124300","36584","0500000US22023","Cameron Parish, Louisiana"
"90600","14146","0500000US22025","Catahoula Parish, Louisiana"
"75500","5583","0500000US22027","Claiborne Parish, Louisiana"
"94500","14525","0500000US22029","Concordia Parish, Louisiana"
"116500","16261","0500000US22031","De Soto Parish, Louisiana"
"201100","5763","0500000US22033","East Baton Rouge Parish, Louisiana"
"62800","22829","0500000US22035","East Carroll Parish, Louisiana"
"153800","14620","0500000US22037","East Feliciana Parish, Louisiana"
"99500","11176","0500000US22039","Evangeline Parish, Louisiana"
"86600","7326","0500000US22041","Franklin Parish, Louisiana"
"122600","13802","0500000US22043","Grant Parish, Louisiana"
"120500","6362","0500000US22045","Iberia Parish, Louisiana"
"139100","12840","0500000US22047","Iberville Parish, Louisiana"
"85700","7492","0500000US22049","Jackson Parish, Louisiana"
"193600","3855","0500000US22051","Jefferson Parish, Louisiana"
"110800","9766","0500000US22053","Jefferson Davis Parish, Louisiana"
"189700","4141","0500000US22055","Lafayette Parish, Louisiana"
"158800","5033","0500000US22057","Lafourche Parish, Louisiana"
"107000","20629","0500000US22059","LaSalle Parish, Louisiana"
"152400","8851","0500000US22061","Lincoln Parish, Louisiana"
"173200","3422","0500000US22063","Livingston Parish, Louisiana"
"77600","8290","0500000US22065","Madison Parish, Louisiana"
"94500","7935","0500000US22067","Morehouse Parish, Louisiana"
"148300","15900","0500000US22069","Natchitoches Parish, Louisiana"
"250000","6579","0500000US22071","Orleans Parish, Louisiana"
"150200","4909","0500000US22073","Ouachita Parish, Louisiana"
"202700","34877","0500000US22075","Plaquemines Parish, Louisiana"
"157900","14741","0500000US22077","Pointe Coupee Parish, Louisiana"
"147200","5629","0500000US22079","Rapides Parish, Louisiana"
"77900","7045","0500000US22081","Red River Parish, Louisiana"
"107700","8568","0500000US22083","Richland Parish, Louisiana"
"87600","9868","0500000US22085","Sabine Parish, Louisiana"
"152600","5688","0500000US22087","St. Bernard Parish, Louisiana"
"205600","10819","0500000US22089","St. Charles Parish, Louisiana"
"115500","12752","0500000US22091","St. Helena Parish, Louisiana"
"168700","7637","0500000US22093","St. James Parish, Louisiana"
"155900","5483","0500000US22095","St. John the Baptist Parish, Louisiana"
"122900","5511","0500000US22097","St. Landry Parish, Louisiana"
"123700","7819","0500000US22099","St. Martin Parish, Louisiana"
"105800","7227","0500000US22101","St. Mary Parish, Louisiana"
"223300","5669","0500000US22103","St. Tammany Parish, Louisiana"
"167900","4677","0500000US22105","Tangipahoa Parish, Louisiana"
"78900","13854","0500000US22107","Tensas Parish, Louisiana"
"155600","4964","0500000US22109","Terrebonne Parish, Louisiana"
"94700","17747","0500000US22111","Union Parish, Louisiana"
"127700","9064","0500000US22113","Vermilion Parish, Louisiana"
"126000","8422","0500000US22115","Vernon Parish, Louisiana"
"114900","6488","0500000US22117","Washington Parish, Louisiana"
"85300","3401","0500000US22119","Webster Parish, Louisiana"
"197000","15716","0500000US22121","West Baton Rouge Parish, Louisiana"
"85800","5347","0500000US22123","West Carroll Parish, Louisiana"
"230400","41711","0500000US22125","West Feliciana Parish, Louisiana"
"77000","3884","0500000US22127","Winn Parish, Louisiana"
"166600","2931","0500000US23001","Androscoggin County, Maine"
"102600","3764","0500000US23003","Aroostook County, Maine"
"288800","3593","0500000US23005","Cumberland County, Maine"
"146900","6983","0500000US23007","Franklin County, Maine"
"218000","7359","0500000US23009","Hancock County, Maine"
"164000","3078","0500000US23011","Kennebec County, Maine"
"209900","11002","0500000US23013","Knox County, Maine"
"220000","9632","0500000US23015","Lincoln County, Maine"
"150700","4838","0500000US23017","Oxford County, Maine"
"148300","3023","0500000US23019","Penobscot County, Maine"
"110100","7265","0500000US23021","Piscataquis County, Maine"
"222900","8788","0500000US23023","Sagadahoc County, Maine"
"122400","3817","0500000US23025","Somerset County, Maine"
"169400","5639","0500000US23027","Waldo County, Maine"
"115200","3723","0500000US23029","Washington County, Maine"
"260800","4753","0500000US23031","York County, Maine"
"126500","4321","0500000US24001","Allegany County, Maryland"
"370100","2798","0500000US24003","Anne Arundel County, Maryland"
"267400","2352","0500000US24005","Baltimore County, Maryland"
"364800","7313","0500000US24009","Calvert County, Maryland"
"213400","7088","0500000US24011","Caroline County, Maryland"
"343400","3777","0500000US24013","Carroll County, Maryland"
"250400","5482","0500000US24015","Cecil County, Maryland"
"326800","4291","0500000US24017","Charles County, Maryland"
"187300","12614","0500000US24019","Dorchester County, Maryland"
"341800","4334","0500000US24021","Frederick County, Maryland"
"194600","16772","0500000US24023","Garrett County, Maryland"
"302900","4602","0500000US24025","Harford County, Maryland"
"464500","5552","0500000US24027","Howard County, Maryland"
"258500","15301","0500000US24029","Kent County, Maryland"
"491700","3861","0500000US24031","Montgomery County, Maryland"
"319600","2289","0500000US24033","Prince George's County, Maryland"
"363300","9659","0500000US24035","Queen Anne's County, Maryland"
"318500","7413","0500000US24037","St. Mary's County, Maryland"
"131500","10442","0500000US24039","Somerset County, Maryland"
"334000","11639","0500000US24041","Talbot County, Maryland"
"221700","4283","0500000US24043","Washington County, Maryland"
"185000","5302","0500000US24045","Wicomico County, Maryland"
"267400","7288","0500000US24047","Worcester County, Maryland"
"167300","2173","0500000US24510","Baltimore city, Maryland"
"414000","6024","0500000US25001","Barnstable County, Massachusetts"
"221000","5633","0500000US25003","Berkshire County, Massachusetts"
"317800","3343","0500000US25005","Bristol County, Massachusetts"
"794000","50071","0500000US25007","Dukes County, Massachusetts"
"436600","3401","0500000US25009","Essex County, Massachusetts"
"239900","4478","0500000US25011","Franklin County, Massachusetts"
"216100","2483","0500000US25013","Hampden County, Massachusetts"
"289300","4361","0500000US25015","Hampshire County, Massachusetts"
"540300","3956","0500000US25017","Middlesex County, Massachusetts"
"1117300","70758","0500000US25019","Nantucket County, Massachusetts"
"491000","3543","0500000US25021","Norfolk County, Massachusetts"
"386600","3539","0500000US25023","Plymouth County, Massachusetts"
"547300","7121","0500000US25025","Suffolk County, Massachusetts"
"295300","2288","0500000US25027","Worcester County, Massachusetts"
"118700","5600","0500000US26001","Alcona County, Michigan"
"141900","8091","0500000US26003","Alger County, Michigan"
"174000","4122","0500000US26005","Allegan County, Michigan"
"104900","4359","0500000US26007","Alpena County, Michigan"
"161700","3816","0500000US26009","Antrim County, Michigan"
"98600","4800","0500000US26011","Arenac County, Michigan"
"108200","8412","0500000US26013","Baraga County, Michigan"
"171800","5147","0500000US26015","Barry County, Michigan"
"106400","3372","0500000US26017","Bay County, Michigan"
"195400","7772","0500000US26019","Benzie County, Michigan"
"157500","3229","0500000US26021","Berrien County, Michigan"
"118200","5219","0500000US26023","Branch County, Michigan"
"115500","2964","0500000US26025","Calhoun County, Michigan"
"155600","5691","0500000US26027","Cass County, Michigan"
"171100","4436","0500000US26029","Charlevoix County, Michigan"
"141800","6477","0500000US26031","Cheboygan County, Michigan"
"121600","4045","0500000US26033","Chippewa County, Michigan"
"91900","4980","0500000US26035","Clare County, Michigan"
"185500","4780","0500000US26037","Clinton County, Michigan"
"111800","4503","0500000US26039","Crawford County, Michigan"
"115400","4099","0500000US26041","Delta County, Michigan"
"109300","6847","0500000US26043","Dickinson County, Michigan"
"160000","2996","0500000US26045","Eaton County, Michigan"
"206900","8685","0500000US26047","Emmet County, Michigan"
"119500","2215","0500000US26049","Genesee County, Michigan"
"111000","4716","0500000US26051","Gladwin County, Michigan"
"73500","6917","0500000US26053","Gogebic County, Michigan"
"225400","6147","0500000US26055","Grand Traverse County, Michigan"
"97600","3153","0500000US26057","Gratiot County, Michigan"
"131800","5275","0500000US26059","Hillsdale County, Michigan"
"113700","6598","0500000US26061","Houghton County, Michigan"
"109000","3038","0500000US26063","Huron County, Michigan"
"143900","3678","0500000US26065","Ingham County, Michigan"
"140800","4218","0500000US26067","Ionia County, Michigan"
"98200","3964","0500000US26069","Iosco County, Michigan"
"79500","5519","0500000US26071","Iron County, Michigan"
"136900","4558","0500000US26073","Isabella County, Michigan"
"138900","4211","0500000US26075","Jackson County, Michigan"
"168500","2543","0500000US26077","Kalamazoo County, Michigan"
"127600","7708","0500000US26079","Kalkaska County, Michigan"
"188500","2127","0500000US26081","Kent County, Michigan"
"141800","27577","0500000US26083","Keweenaw County, Michigan"
"89700","3841","0500000US26085","Lake County, Michigan"
"179900","5156","0500000US26087","Lapeer County, Michigan"
"285700","12524","0500000US26089","Leelanau County, Michigan"
"143000","4513","0500000US26091","Lenawee County, Michigan"
"256100","3719","0500000US26093","Livingston County, Michigan"
"97200","7787","0500000US26095","Luce County, Michigan"
"136100","7614","0500000US26097","Mackinac County, Michigan"
"174000","1187","0500000US26099","Macomb County, Michigan"
"130900","5898","0500000US26101","Manistee County, Michigan"
"154200","4697","0500000US26103","Marquette County, Michigan"
"151400","5297","0500000US26105","Mason County, Michigan"
"122500","4548","0500000US26107","Mecosta County, Michigan"
"112600","5104","0500000US26109","Menominee County, Michigan"
"145900","4526","0500000US26111","Midland County, Michigan"
"123300","3853","0500000US26113","Missaukee County, Michigan"
"167400","2751","0500000US26115","Monroe County, Michigan"
"121800","3551","0500000US26117","Montcalm County, Michigan"
"113300","5928","0500000US26119","Montmorency County, Michigan"
"126400","4019","0500000US26121","Muskegon County, Michigan"
"128900","5049","0500000US26123","Newaygo County, Michigan"
"252800","2123","0500000US26125","Oakland County, Michigan"
"121900","4352","0500000US26127","Oceana County, Michigan"
"103200","4213","0500000US26129","Ogemaw County, Michigan"
"74400","5410","0500000US26131","Ontonagon County, Michigan"
"102800","4814","0500000US26133","Osceola County, Michigan"
"96800","5582","0500000US26135","Oscoda County, Michigan"
"147100","7345","0500000US26137","Otsego County, Michigan"
"209400","3142","0500000US26139","Ottawa County, Michigan"
"111200","5845","0500000US26141","Presque Isle County, Michigan"
"111300","6188","0500000US26143","Roscommon County, Michigan"
"106200","2675","0500000US26145","Saginaw County, Michigan"
"162300","2720","0500000US26147","St. Clair County, Michigan"
"128800","4091","0500000US26149","St. Joseph County, Michigan"
"121500","4232","0500000US26151","Sanilac County, Michigan"
"114400","11123","0500000US26153","Schoolcraft County, Michigan"
"127500","4021","0500000US26155","Shiawassee County, Michigan"
"108200","2842","0500000US26157","Tuscola County, Michigan"
"147400","5255","0500000US26159","Van Buren County, Michigan"
"278500","3913","0500000US26161","Washtenaw County, Michigan"
"122700","1229","0500000US26163","Wayne County, Michigan"
"115500","3856","0500000US26165","Wexford County, Michigan"
"183400","5422","0500000US27001","Aitkin County, Minnesota"
"244500","2117","0500000US27003","Anoka County, Minnesota"
"202600","8431","0500000US27005","Becker County, Minnesota"
"167000","4783","0500000US27007","Beltrami County, Minnesota"
"187300","3420","0500000US27009","Benton County, Minnesota"
"108900","8280","0500000US27011","Big Stone County, Minnesota"
"194800","4529","0500000US27013","Blue Earth County, Minnesota"
"144000","4494","0500000US27015","Brown County, Minnesota"
"179400","6559","0500000US27017","Carlton County, Minnesota"
"333400","6242","0500000US27019","Carver County, Minnesota"
"200700","5994","0500000US27021","Cass County, Minnesota"
"118100","6581","0500000US27023","Chippewa County, Minnesota"
"244600","5275","0500000US27025","Chisago County, Minnesota"
"205400","5396","0500000US27027","Clay County, Minnesota"
"139500","9660","0500000US27029","Clearwater County, Minnesota"
"251900","17893","0500000US27031","Cook County, Minnesota"
"106900","7985","0500000US27033","Cottonwood County, Minnesota"
"208900","6440","0500000US27035","Crow Wing County, Minnesota"
"280300","2107","0500000US27037","Dakota County, Minnesota"
"197100","6879","0500000US27039","Dodge County, Minnesota"
"226500","8034","0500000US27041","Douglas County, Minnesota"
"94100","4450","0500000US27043","Faribault County, Minnesota"
"159500","4136","0500000US27045","Fillmore County, Minnesota"
"121600","5214","0500000US27047","Freeborn County, Minnesota"
"212800","6313","0500000US27049","Goodhue County, Minnesota"
"129400","12489","0500000US27051","Grant County, Minnesota"
"292100","1913","0500000US27053","Hennepin County, Minnesota"
"177000","7576","0500000US27055","Houston County, Minnesota"
"208200","7746","0500000US27057","Hubbard County, Minnesota"
